CustomerID,total_transactions,Customer_behavior,lifespan_months,total_variety_products_purchased,total_products_purchased,Revenue,AOV,Country
16022,1,one time customer,0,71,255,602.63,602.63,United Kingdom
12740,1,one time customer,0,27,342,427.6,427.6,France
15041,1,one time customer,0,66,103,179.93,179.93,United Kingdom
14276,5,repeating customer,7,75,765,1220.09,244.02,United Kingdom
16119,2,repeating customer,3,16,240,423.36,211.68,United Kingdom
13501,2,repeating customer,2,53,563,1370.17,685.08,Switzerland
14364,8,repeating customer,3,69,1967,3717.35,464.67,United Kingdom
12847,1,one time customer,0,84,873,843.64,843.64,United Kingdom
16333,22,repeating customer,10,45,32184,26626.8,1210.31,United Kingdom
16320,2,repeating customer,1,56,732,1038.46,519.23,Unspecified
15484,5,repeating customer,3,188,3166,3621.61,724.32,United Kingdom
16910,8,repeating customer,3,545,884,1508.96,188.62,United Kingdom
15052,1,one time customer,0,28,79,207.73,207.73,United Kingdom
14223,4,repeating customer,6,61,587,1007.03,251.76,United Kingdom
14542,1,one time customer,0,5,19,103.25,103.25,United Kingdom
15659,1,one time customer,0,11,111,306.45,306.45,United Kingdom
13842,9,repeating customer,10,206,1768,3385.62,376.18,United Kingdom
12793,2,repeating customer,1,24,295,545.48,272.74,Portugal
15881,8,repeating customer,1,32,321,564.54,70.57,United Kingdom
15737,12,repeating customer,7,79,610,1255.03,104.59,United Kingdom
17806,1,one time customer,0,43,727,546.04,546.04,United Kingdom
14295,2,repeating customer,9,7,86,177.7,88.85,United Kingdom
17718,1,one time customer,0,6,83,139.35,139.35,United Kingdom
13551,1,one time customer,0,4,12,91.8,91.8,United Kingdom
18045,1,one time customer,0,43,138,178.34,178.34,United Kingdom
16656,21,repeating customer,11,80,8915,8683.36,413.49,United Kingdom
16936,1,one time customer,0,56,171,261.9,261.9,United Kingdom
14450,3,repeating customer,5,40,241,483.25,161.08,United Kingdom
13153,1,one time customer,0,15,418,486.22,486.22,United Kingdom
12736,1,one time customer,0,4,173,234,234,France
17022,1,one time customer,0,7,108,71,71,United Kingdom
12925,2,repeating customer,3,45,541,694.05,347.02,United Kingdom
13158,4,repeating customer,8,79,784,1201.06,300.27,United Kingdom
15091,2,repeating customer,0,31,349,484.46,242.23,United Kingdom
15465,24,repeating customer,11,104,1297,7764.22,323.51,United Kingdom
14702,18,repeating customer,12,343,1449,3293.29,182.96,United Kingdom
15550,4,repeating customer,10,61,295,575.63,143.91,United Kingdom
16735,7,repeating customer,8,119,1551,2278.76,325.54,United Kingdom
15491,7,repeating customer,5,155,1668,3109.33,444.19,United Kingdom
14799,1,one time customer,0,13,146,157.7,157.7,United Kingdom
15115,1,one time customer,0,21,157,340.11,340.11,United Kingdom
14850,2,repeating customer,2,22,301,373.35,186.68,United Kingdom
14082,1,one time customer,0,29,110,182.25,182.25,United Kingdom
15313,1,one time customer,0,1,25,52,52,United Kingdom
15837,1,one time customer,0,24,189,391.98,391.98,United Kingdom
13993,12,repeating customer,10,125,908,3523.06,293.59,United Kingdom
14188,10,repeating customer,10,71,1179,2089.81,208.98,United Kingdom
14264,3,repeating customer,7,19,74,348.47,116.16,United Kingdom
16120,5,repeating customer,0,32,890,1324.14,264.83,United Kingdom
12515,1,one time customer,0,16,131,383.7,383.7,Italy
13630,11,repeating customer,10,80,1405,2067.88,187.99,United Kingdom
17850,35,repeating customer,2,309,1770,5478.94,156.54,United Kingdom
12388,6,repeating customer,10,100,1462,2780.66,463.44,Australia
14507,7,repeating customer,8,97,606,1382.88,197.55,United Kingdom
13682,1,one time customer,0,3,10,59.5,59.5,United Kingdom
15906,8,repeating customer,8,151,550,1613.59,201.7,United Kingdom
15434,6,repeating customer,7,59,656,1085.48,180.91,United Kingdom
12754,5,repeating customer,2,65,6483,3072.36,614.47,Japan
16422,75,repeating customer,11,399,34816,35563.11,474.17,United Kingdom
16023,3,repeating customer,7,101,358,719.81,239.94,United Kingdom
18146,2,repeating customer,2,10,153,160.35,80.18,United Kingdom
16883,2,repeating customer,6,37,103,272.48,136.24,United Kingdom
13396,4,repeating customer,10,47,608,1396.69,349.17,United Kingdom
14903,10,repeating customer,8,359,1576,2861.48,286.15,United Kingdom
16582,1,one time customer,0,6,164,313.62,313.62,United Kingdom
15520,1,one time customer,0,18,314,343.5,343.5,United Kingdom
14460,4,repeating customer,6,17,893,485.34,121.33,United Kingdom
13581,1,one time customer,0,10,30,118,118,United Kingdom
14888,1,one time customer,0,20,184,369.2,369.2,United Kingdom
18160,2,repeating customer,5,39,294,638.06,319.03,United Kingdom
18080,2,repeating customer,7,2,642,1231.5,615.75,United Kingdom
13193,1,one time customer,0,25,46,112.08,112.08,United Kingdom
14436,1,one time customer,0,9,129,89.06,89.06,United Kingdom
17490,11,repeating customer,6,86,1247,2257.76,205.25,United Kingdom
17053,2,repeating customer,0,14,123,500.58,250.29,United Kingdom
12422,1,one time customer,0,18,175,417.36,417.36,Switzerland
17701,1,one time customer,0,24,109,417.95,417.95,United Kingdom
13349,1,one time customer,0,16,225,247.32,247.32,United Kingdom
14382,1,one time customer,0,126,1231,615.49,615.49,United Kingdom
13436,1,one time customer,0,12,76,196.89,196.89,United Kingdom
16478,3,repeating customer,1,17,224,331,110.33,United Kingdom
13093,13,repeating customer,3,170,3979,7923.47,609.5,United Kingdom
14180,31,repeating customer,11,248,728,4856.27,156.65,United Kingdom
14704,9,repeating customer,5,393,1043,1493.96,166,United Kingdom
13680,5,repeating customer,11,215,2603,5239.23,1047.85,United Kingdom
15009,3,repeating customer,0,180,639,1259.43,419.81,United Kingdom
13824,5,repeating customer,9,46,768,1698.94,339.79,United Kingdom
15768,4,repeating customer,4,28,245,661.83,165.46,United Kingdom
12690,1,one time customer,0,16,106,389.01,389.01,France
13892,4,repeating customer,7,27,983,632.97,158.24,United Kingdom
16178,1,one time customer,0,8,94,197.9,197.9,United Kingdom
13043,2,repeating customer,0,14,257,561.27,280.64,United Kingdom
12884,1,one time customer,0,7,43,309.05,309.05,United Kingdom
15830,2,repeating customer,0,41,421,604.3,302.15,United Kingdom
15358,29,repeating customer,12,560,7172,8458.75,291.68,United Kingdom
13509,7,repeating customer,10,44,1106,979.72,139.96,United Kingdom
15214,8,repeating customer,8,110,1254,1661.44,207.68,United Kingdom
16817,13,repeating customer,12,95,882,1762.55,135.58,United Kingdom
14930,3,repeating customer,5,127,1160,2362.96,787.65,Channel Islands
17384,2,repeating customer,6,15,88,336.4,168.2,United Kingdom
15343,1,one time customer,0,21,84,364.5,364.5,United Kingdom
12493,3,repeating customer,1,23,208,450.69,150.23,France
17917,3,repeating customer,10,92,184,335.03,111.68,United Kingdom
15549,4,repeating customer,8,115,704,1718.96,429.74,United Kingdom
18171,7,repeating customer,9,56,485,1254.11,179.16,United Kingdom
16303,4,repeating customer,10,167,2697,5415.43,1353.86,United Kingdom
15717,1,one time customer,0,7,70,150.3,150.3,United Kingdom
18245,8,repeating customer,12,177,1795,2626.56,328.32,United Kingdom
13802,6,repeating customer,7,66,2863,5292.57,882.09,United Kingdom
14528,1,one time customer,0,18,278,364.22,364.22,United Kingdom
13032,3,repeating customer,2,75,383,1023.84,341.28,United Kingdom
15545,2,repeating customer,10,80,162,288.97,144.49,United Kingdom
14891,2,repeating customer,1,33,505,554.38,277.19,United Kingdom
12618,1,one time customer,0,11,96,177.31,177.31,Italy
15405,1,one time customer,0,8,193,349.1,349.1,United Kingdom
16319,1,one time customer,0,3,72,404.4,404.4,United Kingdom
16976,1,one time customer,0,2,88,251.52,251.52,United Kingdom
15028,4,repeating customer,12,48,459,627.13,156.78,United Kingdom
12348,4,repeating customer,9,31,2341,1797.24,449.31,Finland
16584,3,repeating customer,6,31,657,964.13,321.38,United Kingdom
16660,5,repeating customer,10,17,691,1724.85,344.97,United Kingdom
15398,3,repeating customer,2,74,771,1351.43,450.48,United Kingdom
13381,7,repeating customer,9,173,2031,3651.81,521.69,United Kingdom
16792,2,repeating customer,0,12,44,110.38,55.19,United Kingdom
13673,2,repeating customer,0,60,114,387.44,193.72,United Kingdom
13522,1,one time customer,0,5,44,125.8,125.8,United Kingdom
16836,2,repeating customer,2,11,165,251.87,125.94,United Kingdom
18071,2,repeating customer,3,25,260,453,226.5,United Kingdom
18159,1,one time customer,0,23,139,530.15,530.15,United Kingdom
13712,1,one time customer,0,10,352,228.84,228.84,United Kingdom
15681,6,repeating customer,8,67,1076,1905.96,317.66,United Kingdom
14050,2,repeating customer,3,54,689,746.36,373.18,United Kingdom
14910,7,repeating customer,2,35,255,478.84,68.41,United Kingdom
13626,1,one time customer,0,19,209,257.23,257.23,United Kingdom
12609,3,repeating customer,8,60,648,1126.85,375.62,Germany
16644,2,repeating customer,1,62,826,833.78,416.89,United Kingdom
15270,9,repeating customer,9,48,1583,2460.78,273.42,United Kingdom
12703,2,repeating customer,1,22,167,292.4,146.2,Germany
16592,19,repeating customer,10,222,2940,4154.08,218.64,United Kingdom
15577,3,repeating customer,5,39,89,258.88,86.29,United Kingdom
12472,13,repeating customer,11,391,4276,6914.74,531.9,Germany
14237,1,one time customer,0,9,38,161,161,United Kingdom
12453,1,one time customer,0,43,473,707.09,707.09,Austria
13954,3,repeating customer,3,30,159,501.25,167.08,United Kingdom
17219,1,one time customer,0,25,89,114.23,114.23,United Kingdom
17772,2,repeating customer,0,50,55,173.45,86.73,United Kingdom
14317,1,one time customer,0,24,255,508.58,508.58,United Kingdom
13314,4,repeating customer,3,74,633,958.37,239.59,United Kingdom
15485,3,repeating customer,11,85,1281,2564.5,854.83,United Kingdom
12931,20,repeating customer,11,101,32331,50112.11,2505.61,United Kingdom
16801,5,repeating customer,3,120,679,2346.13,469.23,United Kingdom
17596,7,repeating customer,11,265,4376,2806.69,400.96,United Kingdom
16182,4,repeating customer,7,28,3791,6617.65,1654.41,United Kingdom
12394,1,one time customer,0,21,182,381.08,381.08,Belgium
13564,5,repeating customer,7,83,638,2825.95,565.19,United Kingdom
15644,4,repeating customer,3,232,550,803.54,200.88,United Kingdom
14944,14,repeating customer,11,172,2829,5957.55,425.54,United Kingdom
13621,1,one time customer,0,19,343,213.85,213.85,United Kingdom
12447,1,one time customer,0,26,190,476.49,476.49,Belgium
17708,2,repeating customer,5,34,90,263.33,131.67,United Kingdom
17768,3,repeating customer,6,98,1122,2081.9,693.97,United Kingdom
15104,3,repeating customer,3,69,637,1018.44,339.48,United Kingdom
18085,2,repeating customer,1,29,265,689.95,344.97,United Kingdom
15322,2,repeating customer,1,49,467,756.39,378.19,United Kingdom
13437,7,repeating customer,5,167,1283,3408.06,486.87,United Kingdom
12475,1,one time customer,0,36,535,723.38,723.38,Germany
16586,1,one time customer,0,8,95,463.95,463.95,United Kingdom
16230,2,repeating customer,1,35,365,542.03,271.01,United Kingdom
16638,11,repeating customer,11,95,1256,1684.97,153.18,United Kingdom
13196,4,repeating customer,8,110,1224,1797.78,449.44,United Kingdom
17828,9,repeating customer,6,82,693,2040.21,226.69,Malta
16789,1,one time customer,0,5,32,80.8,80.8,United Kingdom
14300,1,one time customer,0,3,32,43.2,43.2,United Kingdom
13430,4,repeating customer,2,54,764,710.21,177.55,United Kingdom
17169,4,repeating customer,4,60,533,854.68,213.67,United Kingdom
16175,4,repeating customer,5,58,533,1037.59,259.4,United Kingdom
17924,13,repeating customer,12,38,1179,3030.67,233.13,United Kingdom
13023,2,repeating customer,2,40,286,689.9,344.95,United Kingdom
14534,25,repeating customer,11,547,2149,4769,190.76,United Kingdom
16750,5,repeating customer,6,95,214,623.93,124.79,United Kingdom
13782,6,repeating customer,10,113,369,908.86,151.48,United Kingdom
16751,1,one time customer,0,25,1031,1764.72,1764.72,United Kingdom
17124,1,one time customer,0,31,129,294.24,294.24,United Kingdom
14345,1,one time customer,0,6,50,108.98,108.98,United Kingdom
13645,1,one time customer,0,5,158,252.1,252.1,United Kingdom
12792,1,one time customer,0,25,217,400.54,400.54,Portugal
14916,5,repeating customer,8,79,1140,1273.12,254.62,United Kingdom
17999,2,repeating customer,11,91,219,380.39,190.19,United Kingdom
14660,2,repeating customer,1,30,228,285.74,142.87,United Kingdom
14326,2,repeating customer,0,9,107,200.85,100.42,United Kingdom
14708,4,repeating customer,12,29,627,1156.07,289.02,United Kingdom
15018,4,repeating customer,11,32,190,536.16,134.04,United Kingdom
17236,6,repeating customer,11,105,474,916.13,152.69,United Kingdom
12752,1,one time customer,0,53,2262,4366.78,4366.78,Norway
15175,1,one time customer,0,23,454,224.14,224.14,United Kingdom
17897,4,repeating customer,6,109,228,567.31,141.83,United Kingdom
12697,5,repeating customer,5,43,517,976.16,195.23,Sweden
12753,11,repeating customer,12,230,11592,21834.77,1984.98,Japan
14226,7,repeating customer,8,72,1303,2245.34,320.76,United Kingdom
17843,1,one time customer,0,37,113,205.48,205.48,United Kingdom
17639,1,one time customer,0,7,49,108.5,108.5,United Kingdom
16587,1,one time customer,0,13,71,225.15,225.15,United Kingdom
14697,2,repeating customer,0,22,181,188.61,94.31,United Kingdom
17472,3,repeating customer,4,174,455,697.54,232.51,United Kingdom
14412,3,repeating customer,2,45,788,778.73,259.58,United Kingdom
17725,14,repeating customer,8,198,2183,3507.03,250.5,United Kingdom
17436,2,repeating customer,8,9,90,216.3,108.15,United Kingdom
15749,4,repeating customer,3,15,27042,67532.7,16883.18,United Kingdom
12522,2,repeating customer,0,12,194,192.72,96.36,Germany
12586,2,repeating customer,11,12,81,213.94,106.97,Italy
16807,3,repeating customer,4,67,778,1121.59,373.86,United Kingdom
13815,5,repeating customer,10,177,2563,4039.81,807.96,Germany
16406,1,one time customer,0,59,117,154.35,154.35,United Kingdom
15897,2,repeating customer,0,22,223,208.59,104.3,United Kingdom
16150,10,repeating customer,11,136,1090,2199.97,220,United Kingdom
14737,3,repeating customer,12,17,345,1164.55,388.18,United Kingdom
16726,5,repeating customer,11,178,945,1358.74,271.75,United Kingdom
17588,3,repeating customer,4,23,676,1240.2,413.4,United Kingdom
14825,12,repeating customer,12,120,989,2221.01,185.08,United Kingdom
15045,3,repeating customer,4,13,122,837.66,279.22,United Kingdom
16457,1,one time customer,0,9,140,208.36,208.36,United Kingdom
12492,2,repeating customer,2,20,192,263.21,131.61,Germany
12591,1,one time customer,0,26,228,452.85,452.85,Italy
15258,2,repeating customer,1,34,142,623.16,311.58,United Kingdom
13299,1,one time customer,0,5,30,142.5,142.5,United Kingdom
13297,4,repeating customer,2,59,963,2089.85,522.46,United Kingdom
13000,3,repeating customer,8,31,379,534.85,178.28,United Kingdom
13467,2,repeating customer,0,98,580,1071.91,535.96,United Kingdom
16148,1,one time customer,0,1,72,76.32,76.32,United Kingdom
16081,5,repeating customer,10,223,1473,2799.42,559.88,United Kingdom
16701,18,repeating customer,12,154,6575,5646.33,313.69,United Kingdom
18009,2,repeating customer,0,32,127,252.49,126.25,United Kingdom
15133,3,repeating customer,6,29,680,982.42,327.47,United Kingdom
17458,1,one time customer,0,54,170,316.5,316.5,United Kingdom
13869,4,repeating customer,8,304,1709,3083.65,770.91,United Kingdom
17252,2,repeating customer,2,86,192,348.91,174.45,United Kingdom
16043,4,repeating customer,10,39,503,773.99,193.5,United Kingdom
16929,7,repeating customer,5,77,929,1295.39,185.06,United Kingdom
15321,4,repeating customer,8,105,1198,2833.14,708.29,United Kingdom
13047,18,repeating customer,11,196,1427,3395.98,188.67,United Kingdom
16315,1,one time customer,0,14,75,226.37,226.37,United Kingdom
14935,1,one time customer,0,10,935,1784.71,1784.71,Channel Islands
16693,2,repeating customer,7,59,203,477.86,238.93,United Kingdom
12990,3,repeating customer,9,13,200,409.5,136.5,United Kingdom
16253,3,repeating customer,8,124,3329,3702.1,1234.03,United Kingdom
15570,13,repeating customer,12,326,2072,4204.37,323.41,United Kingdom
14824,4,repeating customer,2,29,525,1127.71,281.93,United Kingdom
13304,1,one time customer,0,21,238,300.42,300.42,United Kingdom
14788,2,repeating customer,1,30,421,679.44,339.72,United Kingdom
14915,3,repeating customer,6,13,119,356.13,118.71,United Kingdom
14819,2,repeating customer,5,13,109,272.07,136.03,United Kingdom
15813,2,repeating customer,1,40,603,1303.91,651.95,United Kingdom
12539,5,repeating customer,10,274,2068,7284.2,1456.84,Spain
