StockCode,Description,total_products_sold,total_transactions,Revenue,total_customers_bought,Number_Countries_sold
21700,Big doughnut fridge magnets,1762,199,2365.54,58,10
22075,6 ribbons elegant christmas,1785,201,2508.83,96,5
72815,NULL,3,1,0,0,1
20941,NULL,44,2,0,0,1
20684,NULL,47,3,0,0,1
20618,Queen of the skies passport cover,148,76,286.39,20,1
22233,Jigsaw rabbit and birdhouse,617,109,640.73,71,4
90211A,Diamond las vegas necklace 45cm,12,8,70.97,3,1
90170,Daisy hair band,97,38,160.13,6,3
90166,Pink & white rosebud ring,21,15,88.04,4,2
84978,Hanging heart jar t-light holder,12668,758,16660.37,304,8
22700,Smashed,48,1,0,0,1
84823,NULL,4,2,0,0,1
40016,Damaged stock,1100,1,0,0,1
79161A,NULL,28,2,0,0,1
22919,Herb marker mint,1765,241,1229.66,132,7
22609,Pens assorted spaceball,5910,156,1374.94,89,5
84806B,White candystuft artificial flower,308,20,411.56,18,3
35833G,Damages,43,1,0,0,1
22796,Not rcvd in 10/11/2010 delivery,360,1,0,0,1
22063,Ceramic bowl with strawberry design,589,125,1385.15,56,8
22713,Card i love london,3449,218,1440.72,109,3
20902,Vintage keepsake box paris days,112,56,686.86,6,4
23028,Doorknob cracked glaze blue,162,3,238.5,3,2
90054,Cracked glaze earrings red,9,9,22.58,1,1
16169M,Wrap daisy carpet,660,25,277.2,24,2
22113,Grey heart hot water bottle,3247,565,12867.33,339,11
23026,Drawer knob vintage glass star,570,64,1228.08,43,5
84877A,NULL,21,1,0,0,1
71477,Colour glass. star t-light holder,6910,288,20315.86,150,4
22459,NULL,101,2,0,0,1
22829,Sweetheart wire wall tidy,237,111,2383.33,80,6
22426,Enamel wash bowl cream,757,214,2900.21,104,5
22965,3 traditional biscuit cutters  set,1247,237,2686.21,169,12
85018D,Yuletide images s/6 paper boxes,12,7,30.6,6,1
82613B,"Metal sign,cupcake single hook",607,116,518.58,39,7
23314,Vintage christmas tablecloth,412,119,5075.46,87,5
84857B,Blue monte carlo handbag,26,2,50.7,2,1
85206B,Pink felt easter egg basket,14,4,23.1,4,1
85036C,Check,4,1,0,0,1
22209,Wood stamp set happy birthday,957,174,974.18,100,6
90014B,NULL,1,1,0,0,1
72709,Ivory sculpted rnd candle,44,7,37.4,4,1
10124A,Spots on red bookcover tape,16,5,6.72,5,1
21735,Damages,59,1,0,0,1
23283,NULL,17,1,0,0,1
21535,NULL,12,1,0,0,1
23547,Wrap flower shop,1575,62,661.5,57,5
16014,Small chinese style scissor,13328,54,4335.76,34,5
84968e,Set of 16 vintage black cutlery,142,52,1722.74,15,4
47591d,Pink fairy cake childrens apron,3343,497,6728.59,252,16
21394,Damages,35,1,0,0,1
85039C,S/4 black mini rose candle in bowl,306,68,267.42,10,1
23025,Drawer knob vintage glass ball,356,55,773.28,40,4
21106,Cream slice flannel chocolate spot,237,53,702.51,30,4
84805B,Blue climbing hydranga art flower,38,3,52.5,3,2
23021,Glass bonne jam jar,120,27,500.82,24,6
22193,Red diner wall clock,1424,469,12050.02,207,14
21278,Vintage kitchen print puddings,31,7,79.05,7,1
79000,Moroccan tea glass,4171,129,3363.39,69,6
21539,Damages?,111,1,0,0,1
20754,Found,57,1,0,0,1
90124B,Blue murano twist necklace,12,11,119.89,3,1
23120,Pack of 6 small fruit straws,1757,102,712.63,69,5
23630,Set 10 cards hanging baubles 17080,3,3,8.47,1,1
21209,Multicolour honeycomb fan,1243,94,894.57,49,10
21009,NULL,1,1,0,0,1
20972,Pink cream felt craft trinket box,7361,618,9158.06,312,12
84966B,NULL,11,1,0,0,1
22043,Dotcom,9,1,0,0,1
23180,Mum's kitchen clock,123,50,626.04,29,5
84984B,Red peony cushion cover,17,5,79.05,4,1
35966,NULL,35,3,0,0,1
23464,Vintage zinc watering can small,18,8,99.2,6,1
23250,Enamel bowl pantry,24,2,30,2,1
82615,Pink marshmallow scarf knitting kit,36,1,91.8,1,1
21114,Lavender scented fabric heart,1351,139,1790.58,105,8
85183B,Charlie & lola wastepaper bin flora,996,118,1323.37,84,8
21318,Glass chalice blue small,711,54,438.49,38,5
84951A,Set of 4 pistachio lovebird coaster,499,94,571.97,26,1
21684,NULL,62,1,0,0,1
46115B,NULL,2,1,0,0,1
20893,Damages,55,1,0,0,1
17012A,NULL,86,1,0,0,1
82605,NULL,2,2,0,0,1
35910A,Multicolour easter rabbit,20,4,39,4,2
22778,Glass cloche small,870,161,3354.14,81,6
47367B,Pair padded hangers pink check,112,43,376.27,11,5
84581,Dog toy with pink crochet skirt,187,90,709.71,60,6
90164A,Pink rosebud pearl bracelet,27,14,130.67,6,2
22863,Soap dish brocante,732,112,2109.08,77,11
84879,Damaged,160,1,0,0,1
90077,Black diamond cluster earrings,3,3,8.82,0,1
90125C,Turquoise bertie glass bead charm,77,7,69.85,2,1
90096,NULL,54,1,0,0,1
21870,I can only please one person mug,1433,166,1883.96,97,4
90125A,Pink bertie glass bead bag charm,115,10,106.24,4,1
23014,Glass apothecary bottle elixir,865,212,3455.13,122,9
72802C,Damages,54,1,0,0,1
84743C,NULL,16,1,0,0,1
22162,NULL,104,3,0,0,1
21473,Sweetheart cream steel table rect,27,21,618.66,16,1
23028,NULL,49,1,0,0,1
22623,Box of vintage jigsaw blocks,954,241,5321.51,166,12
22781,Gumball magazine rack,670,245,5543.36,121,8
23111,Parisienne sewing box,336,154,4122.44,80,9
22465,Hanging metal star lantern,2080,205,3183.69,120,4
90027A,Glass bead hoop earrings black,6,3,17.66,1,1
23270,Incorrect stock entry.,2880,1,0,0,1
90001D,Antique olive green flower earrings,7,5,29.73,3,2
23509,Mini playing cards fun fair,1062,65,451.46,51,5
84766,NULL,37,1,0,0,1
21882,Skulls tape,704,70,251.17,35,4
90130B,Turq stone/crystal earrings,39,31,113.97,3,1
90161A,Ant copper red boudicca bracelet,24,21,119.91,6,1
84508B,Stripes design teddy,62,31,158.1,22,2
23633,Set 10 cards world children 17067,3,3,7.47,0,1
79157V,Ubo-light triobase purple,5,3,4.25,3,1
90082A,Diamante bow brooch green colour,30,18,193.2,8,1
22039,Botanical lily gift wrap,275,8,115.5,6,2
21059,Party invites dinosaurs,623,95,538.43,67,8
22570,?,74,1,0,0,1
22931,Baking mould heart white chocolate,813,129,1963.3,95,11
23075,Parlour ceramic wall hook,484,81,2010.1,58,6
21897,NULL,82,2,0,0,1
84997A,Green 3 piece polkadot cutlery set,850,79,3110.91,55,7
84526,NULL,1,1,0,0,1
21985,Pack of 12 hearts design tissues,8775,427,2729.51,262,9
84882,Green wire standing candle holder,38,18,157.34,12,1
90000B,Midnight blue copper flower necklac,11,7,67.83,2,1
21498,Red retrospot wrap,10576,338,4332.92,238,14
22471,Tv dinner tray air hostess,420,106,1503.97,53,10
23457,Large parlour frame,27,2,122.85,2,2
20980,36 pencils tube posy,88,21,88.16,11,2
22055,Mini cake stand  hanging strawbery,1403,227,2120.94,103,8
21416,NULL,14,1,0,0,1
21111,"Swiss roll towel, chocolate  spots",900,94,1651.02,46,5
21918,Set 12 kids colour  chalk sticks,7215,372,2956.97,193,16
90036C,"Flower glass garland neckl.36""blue",9,5,71.4,2,1
84857C,Pink monte carlo handbag,99,11,234.28,8,2
21830,Oops ! adjustment,384,1,0,0,1
22637,Piggy bank retrospot,2817,353,7247.38,191,12
84751B,Black medium glass cake stand,18,9,37.9,8,1
22987,Wrap summer rose design,102,5,42.84,4,1
47599A,Pink party bags,2462,166,4662.1,102,12
22865,NULL,111,2,0,0,1
23169,Smashed,235,1,0,0,1
20960,Watermelon bath sponge,29,10,72.49,0,1
21813,Garland with stars and bells,556,114,2315.12,38,2
16207B,Pink heart red handbag,29,18,76.14,3,1
23529,Wall art dolly girl,319,26,956.05,18,3
90162C,Ant silver fuschia boudicca ring,14,7,41.3,3,1
35916C,NULL,32,1,0,0,1
90005A,NULL,3,2,0,0,1
23462,Rococo wall mirror white,96,57,1917.24,43,3
85031C,Curious images scrap book set,3,1,14.85,1,1
21094,Set/6 red spotty paper plates,8758,527,6933.26,179,16
84535A,NULL,529,3,0,0,1
84569A,NULL,18,1,0,0,1
82567,NULL,73,1,0,0,1
23620,Set 10 cards perfect post 17090,10,7,24.9,0,1
84576,Blue cat biscuit barrel pink heart,66,17,148.32,8,1
35970,Zinc folkart sleigh bells,5123,462,9633.9,270,11
22101,Mirror mosaic votive holder,1762,70,2179.53,21,2
85094,Candy spot egg warmer rabbit,640,90,242.13,29,4
23059,Thrown away-rusty,2376,1,0,0,1
85107,Cut glass t-light holder octagon,249,27,541.39,21,1
72818,Check,26,1,0,0,1
22034,NULL,258,4,0,0,1
23224,Cherub heart decoration gold,752,73,660.64,44,4
23002,Travel card wallet skulls,2247,200,968.13,85,2
23525,Wall art buffalo bill,340,38,1033.6,25,1
21843,Smashed,63,1,0,0,1
47570B,NULL,71,2,0,0,1
90162D,Ant silver purple boudicca ring,10,5,29.5,3,1
84707A,Silver jewelled mirror trinket tray,95,45,695.23,21,3
22675,French kitchen sign blue metal,1267,167,1588.91,94,6
23298,"Bunting , spotty",146,7,634.7,7,1
21401,Blue pudding spoon,1052,82,151.19,48,4
22520,NULL,101,1,0,0,1
22168,NULL,26,3,0,0,1
16049,Teatime gel pens asst,504,5,82.08,5,1
90013A,Midnight blue vintage earrings,60,33,225.32,3,3
21459,Yellow easter egg hunt start post,84,21,165.98,17,2
90063A,White vint art deco crystal necklac,12,8,102,7,1
21368,Mirrored wall art ladies,163,33,143.28,25,1
22814,Card party games,2129,235,888.47,75,9
85035C,Check,24,1,0,0,1
84612B,Thrown away,162,1,0,0,1
85202,Hanging wood and felt heart,672,106,313.13,34,1
84802A,White anemone artificial flower,2,1,3.38,1,1
23545,Wrap red vintage doily,2100,68,866,63,12
85104,Silver glass t-light set,204,18,534.6,13,1
90198B,Vintage rose bead bracelet black,36,17,152.4,11,1
23043,Paper lantern 9 point holly star 40,6,3,37.5,3,1
23235,Biscuit tin vintage leaf,24,3,64.56,3,1
22574,Heart wooden christmas decoration,2525,223,2337.83,132,7
23543,Wall art keep calm,967,83,4994.79,64,6
21868,Amazon,1,1,0,0,1
22927,?,40,1,0,0,1
85098B,Blue flying singing canary,1,1,3.75,1,1
82494L,Cracked,39,1,0,0,1
23530,Wall art only one person,1050,86,4406.57,59,5
16162M,The king gift bag 25x24x12cm,28,8,11.76,6,1
85170A,NULL,1,1,0,0,1
85184c,Set 4 valentine decoupage heart box,171,64,557.33,38,2
23091,Metal herb gerden container,24,5,139.68,5,1
85159B,"White tea,coffee,sugar jars",660,72,1221.04,45,8
22925,Blue giant garden thermometer,457,187,2805.07,125,7
84865,New baroque black photo album,27,14,146.21,8,2
21314,Small glass heart trinket pot,4385,581,10069.13,216,8
90012B,Check,5,1,0,0,1
90200E,Green sweetheart bracelet,103,44,423.41,15,1
23540,Wall art the magic forest,148,13,933.16,8,2
72140E,Best dad candle letters,32,9,27.2,8,2
21283,NULL,15,1,0,0,1
23047,Paper lantern 5 point sequin star,50,21,287.5,21,1
DCGS0003,Boxed glass ashtray,4,4,9.94,0,1
22731,3d christmas stamps stickers,1186,144,1553.74,85,5
20684,Strawberry dream childs umbrella,80,35,270.56,30,3
16218,Cartoon  pencil sharpeners,3821,64,283.31,43,4
37423,NULL,17,1,0,0,1
22524,Childrens garden gloves blue,648,85,883.2,55,7
84926A,Wake up cockerel tile coaster,604,35,210.52,24,3
22945,Christmas metal tags assorted,3249,177,3209.5,118,11
37479B,NULL,9,2,0,0,1
23543,Keep calm wall art,269,20,2015.97,19,2
21636,Check,22,1,0,0,1
21268,Vintage blue tinsel reel,2,1,0.84,1,1
44235,Assorted coloured circle mobile,64,7,26.88,6,1
35638A,Pink and black string curtain,38,5,82.1,5,1
23236,Doiley biscuit tin,120,13,327.6,13,3
20759,Chrysanthemum pocket book,64,20,54.4,17,1
23238,Set of 4 knick knack tins london,1865,282,7837.21,150,13
22067,Choc truffle gold trinket pot,414,73,647.72,33,5
35967,Folk art metal star t-light holder,485,67,252.33,24,2
23232,Wrap vintage petals  design,3300,105,1338,95,7
20982,12 pencils tall tube skulls,2155,259,1884.07,158,9
85231G,Amazon,1,1,0,0,1
21067,NULL,98,5,0,0,1
22199,Frying pan red retrospot,474,168,1956.34,71,8
84032A,Charlie+lola pink hot water bottle,1031,315,3467.58,79,4
90201A,Purple enamel flower ring,73,29,214.31,11,3
90160D,Pink boudicca large bracelet,38,12,264.7,9,2
22837,?,106,1,0,0,1
90185D,Crystal diamante expandable ring,35,11,148.63,7,1
85099B,Jumbo bag red retrospot,49490,2135,96143.83,636,20
21539,Check,4,1,0,0,1
84859B,Blue disco handbag,31,11,64.81,10,1
22334,Dinosaur party bag + sticker set,707,101,1160.71,77,8
22536,Magic drawing slate purdey,4883,158,1851.77,109,6
23137,Zinc wire sweetheart letter tray,83,23,275.62,18,2
21442,Green birdhouse decoration,437,59,307.94,31,5
21630,Floor cushion elephant carnival,70,36,727.09,13,4
47574B,NULL,13,1,0,0,1
21224,Set/4 skull badges,926,167,1095,58,5
37479B,Sold as set by dotcom,30,1,0,0,1
22230,Jigsaw tree with watering can,1063,105,494.16,51,5
22812,NULL,59,3,0,0,1
23188,Vintage  2 metre folding ruler,1628,153,3375.7,103,3
22685,French blue metal door sign 0,613,105,793.3,49,2
21743,Star portable table light,308,51,914.2,29,2
84864A,NULL,2,1,0,0,1
POST,Postage,3297,1250,89973.12,379,24
79331,Pink flock glass candleholder,26,3,17.5,3,1
35921,Easter bunny hanging garland,69,24,134.48,10,1
37340,Multicolour spring flower mug,2547,137,1697.03,59,3
90021,Laser cut multi strand necklace,1,1,11.95,1,1
21472,Ladybird + bee raffia food cover,123,37,476.41,29,3
23639,Set 10 cards magical tree 17086,4,4,13.32,0,1
21410,NULL,4,1,0,0,1
22568,?? missing,170,1,0,0,1
35817P,Pink acrylic jewel snowflake,12,1,4.56,1,1
23211,Red rocking horse hand painted,2353,161,2960.57,82,10
84974,S/2 zinc heart design planters,39,28,388.05,26,1
84531A,Returned,2,1,0,0,1
21351,Damaged,220,1,0,0,1
21944,Kittens design flannel,337,100,310.19,24,4
21865,Pink union jack  passport cover,271,106,618.93,52,2
22797,Damages,27,2,0,0,1
22624,Ivory kitchen scales,1927,724,16516.41,376,16
84673A,Pink fly swat,92,43,63.72,21,1
90023,Filigree diamante earrings,13,9,55.02,2,1
22719,Wrong barcode (22467),178,1,0,0,1
48116,Doormat multicolour stripe,1494,203,9104.83,88,6
22880,Number tile vintage font 1,97,32,196.69,8,1
22614,Pack of 12 spaceboy tissues,3069,223,1038.65,133,10
84881,NULL,11,1,0,0,1
79337,NULL,9,2,0,0,1
22727,Alarm clock bakelike red,7871,1081,30911.12,391,19
21446,NULL,50,1,0,0,1
17096,NULL,48,2,0,0,1
22443,NULL,7,1,0,0,1
90092,Blue crystal boot phone charm,1,1,1.66,0,1
90173,Pair butterfly hair clips,32,17,120.34,3,2
22391,Paperweight home sweet home,158,29,245.58,18,3
22089,Paper bunting vintage paisley,1447,273,4457.43,142,8
21120,*boombox ipod classic,1,1,16.98,0,1
22024,Rainy ladies birthday card,2418,214,1028.77,90,8
22921,Herb marker chives,1728,210,1188.67,116,6
84859A,Silver disco handbag,129,35,272.99,24,1
21531,Red retrospot sugar jam bowl,1533,258,3718.62,143,10
21120,NULL,6,1,0,0,1
90112,Pink dolly hair clips,2,1,2.1,0,1
23156,Set of 5 mini grocery magnets,1689,207,3473.21,117,13
90027B,Glass bead hoop earrings montana,3,3,8.76,0,1
23084,Allocate stock for dotcom orders ta,4,1,0,0,1
23084,NULL,1300,10,0,0,1
10123G,NULL,38,1,0,0,1
22933,Baking mould easter egg milk choc,1096,124,2923.72,82,6
90016B,Gold/m.o.p pendant orbit necklace,22,19,184.66,6,1
22617,Baking set spaceboy design,2239,480,10887.2,300,20
22606,NULL,50,2,0,0,1
22672,French bathroom sign blue metal,1492,222,2537.62,125,6
23305,Set 4 picnic cutlery blueberry,82,9,159.9,9,3
21817,Glitter christmas tree,906,58,410.91,48,3
22485,Set of 2 wooden market crates,532,212,7266.85,142,10
84801A,Wet damaged,48,1,0,0,1
21082,Found,3,1,0,0,1
35922,NULL,30,1,0,0,1
23107,White hearts wire plant pot holder,343,71,963.27,58,4
90035A,NULL,9,1,0,0,1
90055,Cracked glaze earrings brown,5,5,12.53,1,1
22161,Heart decoration rustic hanging,5107,341,1650.31,118,5
23537,Wall art i love london,99,32,521.73,18,2
47566B,Incorrectly credited c550456 see 47,2600,2,0,0,1
37501,NULL,14,2,0,0,1
21474,NULL,8,1,0,0,1
22601,Christmas retrospot angel wood,2483,203,2223.23,121,12
22629,Spaceboy lunch box,14303,908,25811.72,322,18
47420,Assorted colour suction cup hook,196,13,37.24,11,1
22543,Mini jigsaw bake a cake,1453,55,530.8,32,8
84609,Tall rococo candle holder,95,21,787.59,16,2
23284,Doormat keep calm and come in,5712,735,39734.89,378,15
21147,Jingle bells tree decoration,203,76,415.77,11,1
84509C,Set of 4 polkadot placemats,173,78,821.16,20,4
22949,36 doilies dolly girl,923,91,1365.29,71,9
85039a,Set/4 red mini rose candle in bowl,745,192,1144.08,26,3
22383,Lunch bag suki  design,2221,203,3793.31,122,10
84387A,Bird on branch canvas screen,11,1,21.45,1,1
47471,Rainbow pegs photo clip string,290,39,189.88,19,1
23456,Medium parlour picture frame,138,35,558.3,31,2
22771,Clear drawer knob acrylic edwardian,6569,445,8967.94,169,10
20893,Hanging bauble t-light holder small,304,27,684.62,16,2
84926F,Psychedelic tile coaster,454,29,202.18,19,1
84907,Pink yellow patch cushion cover,29,23,180.93,3,1
21870,NULL,26,1,0,0,1
22753,Small yellow babushka notebook,1010,217,758.13,98,9
20699,Mousey long legs soft toy,97,41,266.03,11,2
48188,Doormat welcome puppies,2069,290,12147.07,164,11
84856S,NULL,7,1,0,0,1
21645,Assorted tutti frutti round box,24,1,39.6,1,1
21485,Retrospot heart hot water bottle,3544,631,17762.98,372,15
21527,Damages,30,1,0,0,1
22150,3 stripey mice feltcraft,3032,472,5929.29,288,12
21425,Skulls storage box large,87,30,320.49,12,2
22689,NULL,4,1,0,0,1
90075,Montana diamond cluster necklace,4,3,37.66,0,1
22469,Heart of wicker small,18098,1212,32302.55,573,12
90059F,Diamante hair grip pack/2 lt rose,27,15,44.59,3,2
84910A,Pink paisley cushion cover,26,17,192.14,6,1
85146,Jardin etched glass small bell jar,45,9,171.11,8,1
35971,Rose folkart heart decorations,479,90,622.18,39,1
20662,First class holiday purse,31,20,90.42,4,2
16046,NULL,21,1,0,0,1
40046A,Red daisy paper lampshade,50,6,62.5,6,2
22925,NULL,20,1,0,0,1
79321,NULL,114,4,0,0,1
15039,Sandalwood fan,2116,148,2000.74,58,4
90199B,5 strand glass necklace amethyst,9,8,56.59,1,1
22497,Set of 2 tins vintage bathroom,224,100,1140.9,50,6
84857A,NULL,5,1,0,0,1
90162A,Ant silver turquoise boudicca ring,6,1,17.7,1,1
35001W,NULL,36,1,0,0,1
46776D,Woven sunset cushion cover,89,37,378.29,3,1
84452,Metal rabbit ladder easter,78,17,66.3,14,2
22559,Seaside flying disc,507,83,626.53,33,4
84859C,Pink disco handbag,84,22,180.52,17,2
23203,Jumbo bag vintage doiley,144,7,272.57,6,1
23843,"Paper craft , little birdie",161990,2,336939.2,1,1
72817,Check,67,1,0,0,1
22934,Baking mould easter egg white choc,592,79,1716.32,65,7
21165,Beware of the cat metal sign,4166,450,6955.98,178,13
23531,Wall art big love,976,112,5538.26,77,4
85185B,Pink horse sock puppet,255,57,776.49,40,3
35597D,Pink/white christmas tree 30cm,46,2,17.48,2,1
22318,Five heart hanging decoration,469,144,1562.27,67,6
21196,Round white confetti in tube,108,13,189.68,9,5
23487,Sweet heart cake carrier,89,50,885.13,41,4
84201C,Happy birthday card teddy/cake,5,1,0.95,1,1
22719,NULL,40,3,0,0,1
20689,NULL,5,1,0,0,1
21626,Vintage union jack pennant,816,104,1627.7,64,1
82578,Kitchen metal sign,2070,306,1224.45,142,4
22810,Check,25,1,0,0,1
21128,Gold fishing gnome,68,36,546.6,12,3
22149,Feltcraft 6 flower friends,6693,556,13515.38,337,12
21014,Check,90,1,0,0,1
22242,5 hook hanger magic toadstool,674,37,1050.48,23,7
22606,Check,9,2,0,0,1
21784,Shoe shine box,59,45,652.97,21,2
21032,Space cadet white,97,30,117.78,13,2
37476,Condiment tray 4 bowls and 4 spoons,37,26,399.02,9,2
85055,French enamel utensil holder,45,16,183.71,9,3
90200C,NULL,37,2,0,0,1
23322,Large white heart of wicker,3132,572,9048.06,350,6
23526,Dog licence wall art,408,29,2081.64,28,3
21508,Vintage kid dolly card,2490,214,1046.98,108,11
21199,Pink  heart confetti in tube,1014,79,908.49,45,7
23292,Space boy childrens cup,131,6,145.76,5,4
21898,NULL,149,3,0,0,1
22466,Fairy tale cottage night light,993,116,2007.39,74,9
23502,Playing cards vintage doiley,13,2,16.25,2,2
17090A,Lavender incense 40 cones in tin,109,10,107.45,9,2
23020,Smashed,4,1,0,0,1
20871,Opulent velvet set/3 candles,2,1,8.42,0,1
35271S,Gold print paper bag,19,2,3.61,2,1
21981,Pack of 12 woodland tissues,5475,272,1654.03,143,15
22325,Mobile vintage hearts,262,99,1210.7,52,11
85034C,3 rose morris boxed candles,1149,163,1873,109,6
37379A,Pink cherry blossom cup & saucer,6,1,7.5,1,1
22837,Hot water bottle babushka large,8,1,37.2,1,1
85019C,Damaged,108,1,0,0,1
22916,Herb marker thyme,1917,238,1322.01,130,7
